Category,Food,Category_WHO_10,Category_Simple_6,Natural_vs_transformed,Transformation_score,filename,food,base_food,prep_form,food_classification,natural_vs_transformed,sweet_vs_savory,prompt,model,seed,created,style_version,plate_reference,caption,aware_observed_food,aware_observed_prep,label_match,label_confidence,portion_size_ok,plate_rim_visible,qc_issues,qc_reasons,aware_ai_calorie_density,aware_ai_healthiness,aware_ai_sweetness,aware_ai_saltiness,aware_ai_sourness,aware_ai_bitterness,aware_ai_savoriness,aware_ai_fattiness,aware_ai_spiciness,qc_model,qc_at,human_calorie_density,human_healthiness,human_appeal,human_sweetness,human_saltiness,human_sourness,human_bitterness,human_savoriness,human_fattiness,human_spiciness,blind_observed_food,blind_guess_similarity,blind_ai_calorie_density,blind_ai_healthiness,blind_ai_sweetness,blind_ai_saltiness,blind_ai_sourness,blind_ai_bitterness,blind_ai_savoriness,blind_ai_fattiness,blind_ai_spiciness,blind_model,ll_mean_luminance,ll_rms_contrast,ll_lab_L_mean,ll_lab_L_std,ll_lab_a_mean,ll_lab_a_std,ll_lab_b_mean,ll_lab_b_std,ll_hsv_s_mean,ll_edge_energy,ll_hog_pc01,ll_hog_pc02,ll_hog_pc03,ll_hog_pc04,ll_hog_pc05,ll_hog_pc06,ll_hog_pc07,ll_hog_pc08,ll_hog_pc09,ll_hog_pc10
,Mulberry,Fruits,Fruit,Natural,5,mulberry.png,Mulberry,Mulberry,,Fruit,Natural,Sweet,"A photorealistic studio photograph of Mulberry, single subject, no packaging, no brand labels or text. Placed on a simple plain white round plate on a plain matte light grey background, even, soft studio lighting.  Render the image on a square 1024x1024 pixel canvas (1:1 aspect ratio). Do not change the aspect ratio or return a rectangular image. Center the plate within the square frame with equal margins on all sides; ensure the entire plate (and bowl, if present) is fully visible with no cropping. Maintain a FIXED three-quarter camera geometry corresponding to approximately a 40–45° downward tilt from vertical (classic food photography angle). The round plate must appear as an ellipse with a consistent major-to-minor axis ratio across all images. Do NOT vary camera tilt, camera height, focal length, or perspective to better show the food. The camera is positioned above and slightly in front of the plate, angled down toward the centre (not top-down, not side-on). Show a typical single-serving portion size of Mulberry as commonly served to one adult (not a tiny sample and not an oversized platter). Keep the portion neatly arranged and fully visible on the plate with some rim still visible (do not cover the entire plate). The Mulberry is shown in a typical ready-to-eat, edible form appropriate to the requested preparation. The food must be physically grounded on the plate with natural contact shadows and occlusion at the base; avoid white halos, cutout edges, pasted-on appearance, or floating pieces. Ensure consistent lighting direction and shadow softness between the food and the plate. Use realistic surface micro-texture (e.g., pores, fibers, grain separation) and avoid waxy or plastic-looking surfaces. Ensure physically plausible scale and proportions (e.g., slices must match the size of the whole item). High detail, natural colors, minimal shadows, sharp focus, stock-photo style. No logos, no brand names, no watermarks, no text, no human hands, no patterned plates, no cutting boards, no trays, no complex props, no busy backgrounds, no steam to indicate temperature, no multiple items, no multiple servings, no family-style platters, no collages, no extreme side views, no fisheye or distorted perspective, no camera angle changes, no perspective drift, no adaptive framing no bowls.",gemini-3-pro-image-preview,,1769159009,v1_uniform_grey_45deg,,"A white plate holds a serving of dark purple, elongated berries against a plain grey background.",Mulberries,raw,match,1.0,True,True,[],"[""Observed food matches expected food.""]",15.0,95.0,75.0,0.0,30.0,5.0,0.0,0.0,0.0,gemini-2.5-pro,1770877679,30.03448275862069,85.55172413793103,80.72413793103448,65.91304347826087,4.043478260869565,20.043478260869566,9.217391304347826,11.043478260869565,5.608695652173913,3.739130434782609,blackberries,80.0,15.0,95.0,65.0,0.0,40.0,10.0,0.0,0.0,0.0,gemini-2.5-pro,0.6531502604484558,0.2547601461410522,67.24740600585938,26.04118537902832,0.1981215626001358,2.481691360473633,1.7671477794647217,1.162997841835022,0.0662604719400405,0.0262817405164241,26.668703,-20.184439,-28.888388,-4.6949034,-6.6008224,-1.4082614,30.021646,-27.526262,18.668545,9.002804
,Mushrooms (button),Vegetables,Vegetable,Natural,5,mushrooms-button.png,Mushrooms (button),Mushrooms (button),,Vegetable,Natural,Savory,"A photorealistic studio photograph of Mushrooms (button), single subject, no packaging, no brand labels or text. Placed on a simple plain white round plate on a plain matte light grey background, even, soft studio lighting.  Render the image on a square 1024x1024 pixel canvas (1:1 aspect ratio). Do not change the aspect ratio or return a rectangular image. Center the plate within the square frame with equal margins on all sides; ensure the entire plate (and bowl, if present) is fully visible with no cropping. Maintain a FIXED three-quarter camera geometry corresponding to approximately a 40–45° downward tilt from vertical (classic food photography angle). The round plate must appear as an ellipse with a consistent major-to-minor axis ratio across all images. Do NOT vary camera tilt, camera height, focal length, or perspective to better show the food. The camera is positioned above and slightly in front of the plate, angled down toward the centre (not top-down, not side-on). Show a typical single-serving portion size of Mushrooms (button) as commonly served to one adult (not a tiny sample and not an oversized platter). Keep the portion neatly arranged and fully visible on the plate with some rim still visible (do not cover the entire plate). The Mushrooms (button) is shown in a typical ready-to-eat, edible form appropriate to the requested preparation. The food must be physically grounded on the plate with natural contact shadows and occlusion at the base; avoid white halos, cutout edges, pasted-on appearance, or floating pieces. Ensure consistent lighting direction and shadow softness between the food and the plate. Use realistic surface micro-texture (e.g., pores, fibers, grain separation) and avoid waxy or plastic-looking surfaces. Ensure physically plausible scale and proportions (e.g., slices must match the size of the whole item). High detail, natural colors, minimal shadows, sharp focus, stock-photo style. No logos, no brand names, no watermarks, no text, no human hands, no patterned plates, no cutting boards, no trays, no complex props, no busy backgrounds, no steam to indicate temperature, no multiple items, no multiple servings, no family-style platters, no collages, no extreme side views, no fisheye or distorted perspective, no camera angle changes, no perspective drift, no adaptive framing no bowls.",gemini-3-pro-image-preview,,1769159029,v1_uniform_grey_45deg,,A serving of cooked whole button mushrooms is presented on a white plate.,cooked button mushrooms,prepared,match,0.9,True,True,[],"[""Observed food matches expected food (button mushrooms)."", ""Observed preparation is 'prepared', while expected is 'unknown', which is a compatible label.""]",15.0,90.0,5.0,40.0,5.0,10.0,80.0,25.0,0.0,gemini-2.5-pro,1770877694,35.36363636363637,79.36363636363636,62.63636363636363,9.15,21.45,9.35,12.2,33.5,10.7,8.75,cooked button mushrooms,90.0,25.0,85.0,5.0,50.0,10.0,10.0,75.0,30.0,0.0,gemini-2.5-pro,0.742092490196228,0.1628898829221725,76.45063018798828,15.617819786071776,1.0747020244598389,3.991965293884278,4.1105170249938965,10.16917610168457,0.0736207738518714,0.0178217086941003,-9.1866455,-43.298103,18.198242,-4.9756017,2.5035424,0.07085356,8.210315,21.98247,-1.8840365,-7.4292903
,Mussels,Fish,Protein,Natural,35,mussels.png,Mussels,Mussels,,Protein,Natural,Savory,"A photorealistic studio photograph of Mussels, single subject, no packaging, no brand labels or text. Placed on a simple plain white round plate on a plain matte light grey background, even, soft studio lighting.  Render the image on a square 1024x1024 pixel canvas (1:1 aspect ratio). Do not change the aspect ratio or return a rectangular image. Center the plate within the square frame with equal margins on all sides; ensure the entire plate (and bowl, if present) is fully visible with no cropping. Maintain a FIXED three-quarter camera geometry corresponding to approximately a 40–45° downward tilt from vertical (classic food photography angle). The round plate must appear as an ellipse with a consistent major-to-minor axis ratio across all images. Do NOT vary camera tilt, camera height, focal length, or perspective to better show the food. The camera is positioned above and slightly in front of the plate, angled down toward the centre (not top-down, not side-on). Show a typical single-serving portion size of Mussels as commonly served to one adult (not a tiny sample and not an oversized platter). Keep the portion neatly arranged and fully visible on the plate with some rim still visible (do not cover the entire plate). The Mussels is shown in a typical ready-to-eat, edible form appropriate to the requested preparation. The food must be physically grounded on the plate with natural contact shadows and occlusion at the base; avoid white halos, cutout edges, pasted-on appearance, or floating pieces. Ensure consistent lighting direction and shadow softness between the food and the plate. Use realistic surface micro-texture (e.g., pores, fibers, grain separation) and avoid waxy or plastic-looking surfaces. Ensure physically plausible scale and proportions (e.g., slices must match the size of the whole item). High detail, natural colors, minimal shadows, sharp focus, stock-photo style. No logos, no brand names, no watermarks, no text, no human hands, no patterned plates, no cutting boards, no trays, no complex props, no busy backgrounds, no steam to indicate temperature, no multiple items, no multiple servings, no family-style platters, no collages, no extreme side views, no fisheye or distorted perspective, no camera angle changes, no perspective drift, no adaptive framing no bowls.",gemini-3-pro-image-preview,,1769159050,v1_uniform_grey_45deg,,A white plate holds a serving of cooked mussels in their shells on a grey background.,Cooked mussels,prepared,match,1.0,True,True,[],"[""Observed food is clearly mussels as expected.""]",20.0,90.0,15.0,65.0,5.0,5.0,75.0,15.0,0.0,gemini-2.5-pro,1770877708,36.47058823529411,59.05882352941177,48.76470588235294,20.0,33.9,10.2,7.6,45.2,14.0,7.6,cooked mussels in shells,95.0,20.0,90.0,15.0,65.0,5.0,5.0,75.0,15.0,0.0,gemini-2.5-pro,0.6773650646209717,0.2241759002208709,69.80622863769531,22.690610885620117,-0.6321637630462646,1.8056851625442505,-0.2267929166555404,3.990198373794556,0.0618076920509338,0.0194424428045749,-40.510254,6.103908,-34.289738,15.038587,19.460527,-7.2622814,4.404764,-4.1324105,1.7330159,-26.74841
,Mustard greens,Vegetables,Vegetable,Natural,5,mustard-greens.png,Mustard greens,Mustard greens,,Vegetable,Natural,Savory,"A photorealistic studio photograph of Mustard greens, single subject, no packaging, no brand labels or text. Placed on a simple plain white round plate on a plain matte light grey background, even, soft studio lighting.  Render the image on a square 1024x1024 pixel canvas (1:1 aspect ratio). Do not change the aspect ratio or return a rectangular image. Center the plate within the square frame with equal margins on all sides; ensure the entire plate (and bowl, if present) is fully visible with no cropping. Maintain a FIXED three-quarter camera geometry corresponding to approximately a 40–45° downward tilt from vertical (classic food photography angle). The round plate must appear as an ellipse with a consistent major-to-minor axis ratio across all images. Do NOT vary camera tilt, camera height, focal length, or perspective to better show the food. The camera is positioned above and slightly in front of the plate, angled down toward the centre (not top-down, not side-on). Show a typical single-serving portion size of Mustard greens as commonly served to one adult (not a tiny sample and not an oversized platter). Keep the portion neatly arranged and fully visible on the plate with some rim still visible (do not cover the entire plate). The Mustard greens is shown in a typical ready-to-eat, edible form appropriate to the requested preparation. The food must be physically grounded on the plate with natural contact shadows and occlusion at the base; avoid white halos, cutout edges, pasted-on appearance, or floating pieces. Ensure consistent lighting direction and shadow softness between the food and the plate. Use realistic surface micro-texture (e.g., pores, fibers, grain separation) and avoid waxy or plastic-looking surfaces. Ensure physically plausible scale and proportions (e.g., slices must match the size of the whole item). High detail, natural colors, minimal shadows, sharp focus, stock-photo style. No logos, no brand names, no watermarks, no text, no human hands, no patterned plates, no cutting boards, no trays, no complex props, no busy backgrounds, no steam to indicate temperature, no multiple items, no multiple servings, no family-style platters, no collages, no extreme side views, no fisheye or distorted perspective, no camera angle changes, no perspective drift, no adaptive framing no bowls.",gemini-3-pro-image-preview,,1769159068,v1_uniform_grey_45deg,,A serving of cooked green leafy vegetables is presented on a white plate.,Cooked leafy greens,prepared,match,0.8,True,True,[],"[""The food appears to be cooked leafy greens, which is consistent with the 'Mustard greens' label.""]",10.0,95.0,5.0,40.0,5.0,40.0,30.0,15.0,5.0,gemini-2.5-pro,1770877724,27.708333333333332,85.29166666666667,49.916666666666664,9.578947368421051,32.0,11.842105263157896,18.0,35.26315789473684,11.473684210526317,10.789473684210526,cooked spinach,65.0,10.0,95.0,5.0,30.0,5.0,25.0,35.0,5.0,0.0,gemini-2.5-pro,0.7116730213165283,0.1830287426710128,73.40213775634766,18.057222366333008,-2.2638931274414062,4.25703239440918,1.761130690574646,8.120503425598145,0.078530877828598,0.0181828215718269,-46.52287,14.583419,-32.966553,13.804621,21.495607,-6.8460755,-9.325583,-3.4448853,-2.8420486,-12.389572
,Naan,Bakery wares and cereals,Grain,Transformed,65,naan.png,Naan,Naan,,Grain,Transformed,Savory,"A photorealistic studio photograph of Naan, single subject, no packaging, no brand labels or text. Placed on a simple plain white round plate on a plain matte light grey background, even, soft studio lighting.  Render the image on a square 1024x1024 pixel canvas (1:1 aspect ratio). Do not change the aspect ratio or return a rectangular image. Center the plate within the square frame with equal margins on all sides; ensure the entire plate (and bowl, if present) is fully visible with no cropping. Maintain a FIXED three-quarter camera geometry corresponding to approximately a 40–45° downward tilt from vertical (classic food photography angle). The round plate must appear as an ellipse with a consistent major-to-minor axis ratio across all images. Do NOT vary camera tilt, camera height, focal length, or perspective to better show the food. The camera is positioned above and slightly in front of the plate, angled down toward the centre (not top-down, not side-on). Show a typical single-serving portion size of Naan as commonly served to one adult (not a tiny sample and not an oversized platter). Keep the portion neatly arranged and fully visible on the plate with some rim still visible (do not cover the entire plate). The Naan is shown in a typical ready-to-eat, edible form appropriate to the requested preparation. The food must be physically grounded on the plate with natural contact shadows and occlusion at the base; avoid white halos, cutout edges, pasted-on appearance, or floating pieces. Ensure consistent lighting direction and shadow softness between the food and the plate. Use realistic surface micro-texture (e.g., pores, fibers, grain separation) and avoid waxy or plastic-looking surfaces. Ensure physically plausible scale and proportions (e.g., slices must match the size of the whole item). High detail, natural colors, minimal shadows, sharp focus, stock-photo style. No logos, no brand names, no watermarks, no text, no human hands, no patterned plates, no cutting boards, no trays, no complex props, no busy backgrounds, no steam to indicate temperature, no multiple items, no multiple servings, no family-style platters, no collages, no extreme side views, no fisheye or distorted perspective, no camera angle changes, no perspective drift, no adaptive framing no bowls.",gemini-3-pro-image-preview,,1769159085,v1_uniform_grey_45deg,,A single piece of naan bread brushed with butter sits on a white plate.,buttered naan bread,prepared,match,1.0,True,True,[],[],65.0,25.0,10.0,40.0,5.0,10.0,60.0,50.0,0.0,gemini-2.5-pro,1770877739,65.47368421052632,42.36842105263158,72.3157894736842,17.61111111111111,33.333333333333336,8.0,6.777777777777778,36.72222222222222,25.555555555555557,6.222222222222222,butter naan bread,90.0,65.0,30.0,10.0,40.0,5.0,10.0,60.0,70.0,0.0,gemini-2.5-pro,0.7156603336334229,0.1592936813831329,73.98492431640625,15.471517562866213,0.7483891248703003,3.316254138946533,4.989096641540527,12.15345287322998,0.1108676493167877,0.0223188623785972,84.97293,22.869757,-9.499658,7.8525724,-9.610817,-13.961829,-18.644793,-33.285603,-18.978003,30.612438
,Nachos,Prepared foods,Dish,Transformed,88,nachos.png,Nachos,Nachos,,Dish,Transformed,Savory,"A photorealistic studio photograph of Nachos, single subject, no packaging, no brand labels or text. Placed on a simple plain white round plate on a plain matte light grey background, even, soft studio lighting.  Render the image on a square 1024x1024 pixel canvas (1:1 aspect ratio). Do not change the aspect ratio or return a rectangular image. Center the plate within the square frame with equal margins on all sides; ensure the entire plate (and bowl, if present) is fully visible with no cropping. Maintain a FIXED three-quarter camera geometry corresponding to approximately a 40–45° downward tilt from vertical (classic food photography angle). The round plate must appear as an ellipse with a consistent major-to-minor axis ratio across all images. Do NOT vary camera tilt, camera height, focal length, or perspective to better show the food. The camera is positioned above and slightly in front of the plate, angled down toward the centre (not top-down, not side-on). Show a typical single-serving portion size of Nachos as commonly served to one adult (not a tiny sample and not an oversized platter). Keep the portion neatly arranged and fully visible on the plate with some rim still visible (do not cover the entire plate). The Nachos is shown in a typical ready-to-eat, edible form appropriate to the requested preparation. The food must be physically grounded on the plate with natural contact shadows and occlusion at the base; avoid white halos, cutout edges, pasted-on appearance, or floating pieces. Ensure consistent lighting direction and shadow softness between the food and the plate. Use realistic surface micro-texture (e.g., pores, fibers, grain separation) and avoid waxy or plastic-looking surfaces. Ensure physically plausible scale and proportions (e.g., slices must match the size of the whole item). High detail, natural colors, minimal shadows, sharp focus, stock-photo style. No logos, no brand names, no watermarks, no text, no human hands, no patterned plates, no cutting boards, no trays, no complex props, no busy backgrounds, no steam to indicate temperature, no multiple items, no multiple servings, no family-style platters, no collages, no extreme side views, no fisheye or distorted perspective, no camera angle changes, no perspective drift, no adaptive framing no bowls.",gemini-3-pro-image-preview,,1769159102,v1_uniform_grey_45deg,,"A plate of nachos is topped with melted cheese, guacamole, sour cream, and various vegetables.",Nachos,prepared,match,1.0,True,True,"[""sauce_present""]","[""The image clearly shows a prepared dish of nachos, matching the label."", ""Guacamole and sour cream are present as toppings.""]",80.0,20.0,5.0,85.0,40.0,5.0,80.0,85.0,45.0,gemini-2.5-pro,1770877754,75.96153846153847,35.92307692307692,70.3076923076923,11.521739130434783,48.04347826086956,13.043478260869565,2.0869565217391304,43.95652173913044,36.47826086956522,38.04347826086956,"nachos with melted cheese, guacamole, sour cream, jalapeños, tomatoes, and red onions",75.0,80.0,20.0,5.0,85.0,40.0,5.0,80.0,85.0,45.0,gemini-2.5-pro,0.7156898975372314,0.1574128717184066,74.22606658935547,14.903650283813477,2.044964075088501,7.401867866516113,7.623353004455566,17.577930450439453,0.118629440665245,0.0227875523269176,-30.185194,-18.481178,13.070776,18.658491,-19.478205,-6.037939,-11.075969,5.200589,5.442554,19.61566
,Napa cabbage,Vegetables,Vegetable,Natural,5,napa-cabbage.png,Napa cabbage,Napa cabbage,,Vegetable,Natural,Savory,"A photorealistic studio photograph of Napa cabbage, single subject, no packaging, no brand labels or text. Placed on a simple plain white round plate on a plain matte light grey background, even, soft studio lighting.  Render the image on a square 1024x1024 pixel canvas (1:1 aspect ratio). Do not change the aspect ratio or return a rectangular image. Center the plate within the square frame with equal margins on all sides; ensure the entire plate (and bowl, if present) is fully visible with no cropping. Maintain a FIXED three-quarter camera geometry corresponding to approximately a 40–45° downward tilt from vertical (classic food photography angle). The round plate must appear as an ellipse with a consistent major-to-minor axis ratio across all images. Do NOT vary camera tilt, camera height, focal length, or perspective to better show the food. The camera is positioned above and slightly in front of the plate, angled down toward the centre (not top-down, not side-on). Show a typical single-serving portion size of Napa cabbage as commonly served to one adult (not a tiny sample and not an oversized platter). Keep the portion neatly arranged and fully visible on the plate with some rim still visible (do not cover the entire plate). The Napa cabbage is shown in a typical ready-to-eat, edible form appropriate to the requested preparation. The food must be physically grounded on the plate with natural contact shadows and occlusion at the base; avoid white halos, cutout edges, pasted-on appearance, or floating pieces. Ensure consistent lighting direction and shadow softness between the food and the plate. Use realistic surface micro-texture (e.g., pores, fibers, grain separation) and avoid waxy or plastic-looking surfaces. Ensure physically plausible scale and proportions (e.g., slices must match the size of the whole item). High detail, natural colors, minimal shadows, sharp focus, stock-photo style. No logos, no brand names, no watermarks, no text, no human hands, no patterned plates, no cutting boards, no trays, no complex props, no busy backgrounds, no steam to indicate temperature, no multiple items, no multiple servings, no family-style platters, no collages, no extreme side views, no fisheye or distorted perspective, no camera angle changes, no perspective drift, no adaptive framing no bowls.",gemini-3-pro-image-preview,,1769159125,v1_uniform_grey_45deg,,Several pieces of napa cabbage are served on a white plate.,Napa cabbage,prepared,match,1.0,True,True,[],"[""The food is clearly napa cabbage as labeled.""]",5.0,95.0,15.0,10.0,0.0,5.0,10.0,0.0,0.0,gemini-2.5-pro,1770877774,19.8125,92.4375,55.0625,19.9375,13.5,12.375,17.875,16.875,15.25,10.875,Salted napa cabbage leaves,85.0,5.0,90.0,15.0,60.0,0.0,5.0,10.0,0.0,0.0,gemini-2.5-pro,0.770454466342926,0.1226890012621879,79.189453125,11.672730445861816,-1.9435572624206543,3.4830000400543213,4.90142822265625,11.405064582824709,0.0581838078796863,0.0129641043022274,28.002201,-20.82715,-42.821896,-18.902027,-4.647516,13.828046,-0.6195965,8.017836,-7.5113716,-1.7704751
,Nasi goreng,Prepared foods,Dish,Transformed,80,nasi-goreng.png,Nasi goreng,Nasi goreng,,Dish,Transformed,Savory,"A photorealistic studio photograph of Nasi goreng, single subject, no packaging, no brand labels or text. Placed on a simple plain white round plate on a plain matte light grey background, even, soft studio lighting.  Render the image on a square 1024x1024 pixel canvas (1:1 aspect ratio). Do not change the aspect ratio or return a rectangular image. Center the plate within the square frame with equal margins on all sides; ensure the entire plate (and bowl, if present) is fully visible with no cropping. Maintain a FIXED three-quarter camera geometry corresponding to approximately a 40–45° downward tilt from vertical (classic food photography angle). The round plate must appear as an ellipse with a consistent major-to-minor axis ratio across all images. Do NOT vary camera tilt, camera height, focal length, or perspective to better show the food. The camera is positioned above and slightly in front of the plate, angled down toward the centre (not top-down, not side-on). Show a typical single-serving portion size of Nasi goreng as commonly served to one adult (not a tiny sample and not an oversized platter). Keep the portion neatly arranged and fully visible on the plate with some rim still visible (do not cover the entire plate). The Nasi goreng is shown in a typical ready-to-eat, edible form appropriate to the requested preparation. The food must be physically grounded on the plate with natural contact shadows and occlusion at the base; avoid white halos, cutout edges, pasted-on appearance, or floating pieces. Ensure consistent lighting direction and shadow softness between the food and the plate. Use realistic surface micro-texture (e.g., pores, fibers, grain separation) and avoid waxy or plastic-looking surfaces. Ensure physically plausible scale and proportions (e.g., slices must match the size of the whole item). High detail, natural colors, minimal shadows, sharp focus, stock-photo style. No logos, no brand names, no watermarks, no text, no human hands, no patterned plates, no cutting boards, no trays, no complex props, no busy backgrounds, no steam to indicate temperature, no multiple items, no multiple servings, no family-style platters, no collages, no extreme side views, no fisheye or distorted perspective, no camera angle changes, no perspective drift, no adaptive framing no bowls.",gemini-3-pro-image-preview,,1769159142,v1_uniform_grey_45deg,,"A plate of fried rice with chicken, shrimp, and a fried egg, garnished with fresh vegetables.","Fried rice with chicken, shrimp, and a fried egg",prepared,match,1.0,True,True,[],"[""The image clearly shows Nasi Goreng, matching the label.""]",70.0,40.0,30.0,75.0,5.0,5.0,90.0,65.0,15.0,gemini-2.5-pro,1770877792,76.22222222222223,49.03703703703704,73.03703703703704,21.958333333333332,51.708333333333336,12.875,11.416666666666666,50.708333333333336,47.25,29.958333333333332,"Fried rice with chicken, shrimp, and a fried egg",95.0,70.0,35.0,30.0,75.0,5.0,5.0,90.0,65.0,15.0,gemini-2.5-pro,0.7133919596672058,0.1562297195196151,74.01446533203125,14.75976276397705,0.6349644660949707,7.752552509307861,4.2565412521362305,18.603710174560547,0.1638634353876114,0.0254915412515401,-10.196724,-30.563595,-22.987366,20.30127,-13.531297,-1.9559592,1.5117195,-3.2921252,16.283405,6.189353
,Navy beans,Vegetables,Protein,Natural,20,navy-beans.png,Navy beans,Navy beans,,Protein,Natural,Savory,"A photorealistic studio photograph of Navy beans, single subject, no packaging, no brand labels or text. Placed on a simple plain white round plate on a plain matte light grey background, even, soft studio lighting.  Render the image on a square 1024x1024 pixel canvas (1:1 aspect ratio). Do not change the aspect ratio or return a rectangular image. Center the plate within the square frame with equal margins on all sides; ensure the entire plate (and bowl, if present) is fully visible with no cropping. Maintain a FIXED three-quarter camera geometry corresponding to approximately a 40–45° downward tilt from vertical (classic food photography angle). The round plate must appear as an ellipse with a consistent major-to-minor axis ratio across all images. Do NOT vary camera tilt, camera height, focal length, or perspective to better show the food. The camera is positioned above and slightly in front of the plate, angled down toward the centre (not top-down, not side-on). Show a typical single-serving portion size of Navy beans as commonly served to one adult (not a tiny sample and not an oversized platter). Keep the portion neatly arranged and fully visible on the plate with some rim still visible (do not cover the entire plate). The Navy beans is shown in a typical ready-to-eat, edible form appropriate to the requested preparation. The food must be physically grounded on the plate with natural contact shadows and occlusion at the base; avoid white halos, cutout edges, pasted-on appearance, or floating pieces. Ensure consistent lighting direction and shadow softness between the food and the plate. Use realistic surface micro-texture (e.g., pores, fibers, grain separation) and avoid waxy or plastic-looking surfaces. Ensure physically plausible scale and proportions (e.g., slices must match the size of the whole item). High detail, natural colors, minimal shadows, sharp focus, stock-photo style. No logos, no brand names, no watermarks, no text, no human hands, no patterned plates, no cutting boards, no trays, no complex props, no busy backgrounds, no steam to indicate temperature, no multiple items, no multiple servings, no family-style platters, no collages, no extreme side views, no fisheye or distorted perspective, no camera angle changes, no perspective drift, no adaptive framing no bowls.",gemini-3-pro-image-preview,,1769159160,v1_uniform_grey_45deg,,A mound of cooked white beans is served on a white plate.,Cooked white beans,prepared,match,1.0,True,True,[],"[""The food item appears to be cooked navy beans as labeled.""]",35.0,90.0,10.0,40.0,0.0,5.0,30.0,5.0,0.0,gemini-2.5-pro,1770877807,46.6,74.2,42.12,14.176470588235292,18.823529411764707,6.411764705882353,6.411764705882353,29.823529411764707,13.705882352941176,8.647058823529411,cooked white beans,75.0,35.0,90.0,5.0,40.0,0.0,0.0,25.0,10.0,0.0,gemini-2.5-pro,0.7509381771087646,0.1294542551040649,77.42184448242188,12.267239570617676,1.3514076471328735,4.359524250030518,4.97214412689209,10.14720344543457,0.0749870389699935,0.0202165246009826,3.287118,-43.804474,10.486915,0.04353253,-10.338338,-3.2933712,19.588531,7.5887995,8.540859,-3.1343582
,Nectarine,Fruits,Fruit,Natural,5,nectarine.png,Nectarine,Nectarine,,Fruit,Natural,Sweet,"A photorealistic studio photograph of Nectarine, single subject, no packaging, no brand labels or text. Placed on a simple plain white round plate on a plain matte light grey background, even, soft studio lighting.  Render the image on a square 1024x1024 pixel canvas (1:1 aspect ratio). Do not change the aspect ratio or return a rectangular image. Center the plate within the square frame with equal margins on all sides; ensure the entire plate (and bowl, if present) is fully visible with no cropping. Maintain a FIXED three-quarter camera geometry corresponding to approximately a 40–45° downward tilt from vertical (classic food photography angle). The round plate must appear as an ellipse with a consistent major-to-minor axis ratio across all images. Do NOT vary camera tilt, camera height, focal length, or perspective to better show the food. The camera is positioned above and slightly in front of the plate, angled down toward the centre (not top-down, not side-on). Show a typical single-serving portion size of Nectarine as commonly served to one adult (not a tiny sample and not an oversized platter). Keep the portion neatly arranged and fully visible on the plate with some rim still visible (do not cover the entire plate). The Nectarine is shown in a typical ready-to-eat, edible form appropriate to the requested preparation. The food must be physically grounded on the plate with natural contact shadows and occlusion at the base; avoid white halos, cutout edges, pasted-on appearance, or floating pieces. Ensure consistent lighting direction and shadow softness between the food and the plate. Use realistic surface micro-texture (e.g., pores, fibers, grain separation) and avoid waxy or plastic-looking surfaces. Ensure physically plausible scale and proportions (e.g., slices must match the size of the whole item). High detail, natural colors, minimal shadows, sharp focus, stock-photo style. No logos, no brand names, no watermarks, no text, no human hands, no patterned plates, no cutting boards, no trays, no complex props, no busy backgrounds, no steam to indicate temperature, no multiple items, no multiple servings, no family-style platters, no collages, no extreme side views, no fisheye or distorted perspective, no camera angle changes, no perspective drift, no adaptive framing no bowls.",gemini-3-pro-image-preview,,1769159179,v1_uniform_grey_45deg,,A white plate holds one halved and several sliced nectarines on a grey background.,sliced and halved nectarine,raw,match,1.0,True,True,[],[],15.0,95.0,75.0,0.0,25.0,5.0,0.0,0.0,0.0,gemini-2.5-pro,1770877819,35.285714285714285,84.42857142857143,80.80952380952381,77.05263157894737,1.2105263157894737,14.68421052631579,2.3157894736842106,7.052631578947368,0.9473684210526316,0.6842105263157895,sliced nectarine,95.0,15.0,95.0,70.0,0.0,25.0,5.0,0.0,0.0,0.0,gemini-2.5-pro,0.7436665296554565,0.1352093070745468,76.96705627441406,12.431193351745604,2.521991491317749,8.137017250061035,8.910489082336426,16.977685928344727,0.1226066052913665,0.015757068991661,45.378296,-23.221497,13.169192,2.8993065,-30.068441,2.8410537,8.159274,-37.32627,14.800353,7.3778377
